Token,NE?,NEtype,Governor,ListofDependants,SentimentValueofToken,SentimentValueofSentence
hurt,0,,practices,"['that', 'reputation', 'and', 'helped']",-2.0,-8.0
his,0,,reputation,[],0.0,-8.0
reputation,0,,hurt,['his'],0.0,-8.0
and,0,,hurt,[],0.0,-8.0
helped,0,,hurt,['trigger'],0.0,-8.0
trigger,0,,helped,['depression'],0.0,-8.0
the,0,,depression,[],0.0,-8.0
global,0,,depression,[],0.0,-8.0
depression,0,,trigger,"['the', 'global']",0.0,-8.0
Instead,0,,of,[],0.0,0.0
of,0,,argued,"['Instead', 'paying']",0.0,0.0
paying,0,,of,['bank'],0.0,0.0
the,0,,bank,[],0.0,0.0
bank,0,,paying,['the'],0.0,0.0
he,0,,argued,[],0.0,0.0
argued,0,,argued,"['of', 'he', 'paying', '.']",0.0,0.0
the,0,,bank,[],0.0,0.0
bank,0,,paying,['the'],0.0,0.0
should,0,,paying,[],0.0,0.0
be,0,,paying,[],0.0,0.0
paying,0,,argued,"['bank', 'should', 'be', 'him']",0.0,0.0
him,0,,paying,[],0.0,0.0
It,0,,was,[],0.0,5.0
was,0,,was,"['It', 'argument', '.']",0.0,5.0
a,0,,argument,[],0.0,5.0
novel,0,,argument,[],2.0,5.0
argument,0,,was,"['a', 'novel', 'and', 'one']",0.0,5.0
and,0,,argument,[],0.0,5.0
one,0,,argument,['succeeded'],0.0,5.0
that,0,,succeeded,[],0.0,5.0
ultimately,0,,succeeded,[],0.0,5.0
succeeded,0,,one,"['that', 'ultimately']",3.0,5.0
Deutsche,1,ORG,Bank,[],0.0,1.0
Bank,1,ORG,ended,['Deutsche'],0.0,1.0
ended,0,,ended,"['Bank', 'up', 'forgiving', 'extending', '.']",0.0,1.0
up,0,,ended,[],0.0,1.0
forgiving,0,,ended,['some'],1.0,1.0
some,0,,forgiving,['of'],0.0,1.0
of,0,,some,['loan'],0.0,1.0
his,0,,loan,[],0.0,1.0
loan,0,,of,['his'],0.0,1.0
then,0,,extending,[],0.0,1.0
extending,0,,ended,"['then', 'him', 'millions']",0.0,1.0
him,0,,extending,[],0.0,1.0
hundreds,1,MONEY,millions,[],0.0,1.0
of,1,MONEY,millions,[],0.0,1.0
millions,1,MONEY,extending,"['hundreds', 'of', 'of', 'in', 'in']",0.0,1.0
of,1,MONEY,millions,['dollars'],0.0,1.0
dollars,1,MONEY,of,[],0.0,1.0
in,0,,millions,['loans'],0.0,1.0
new,0,,loans,[],0.0,1.0
loans,0,,in,['new'],0.0,1.0
in,0,,millions,['years'],0.0,1.0
the,1,DATE,years,[],0.0,1.0
coming,1,DATE,years,[],0.0,1.0
years,1,DATE,in,"['the', 'coming']",0.0,1.0
As,0,,preparing,[],0.0,-2.0
a,0,,columnist,[],0.0,-2.0
New,1,ORG,York,[],0.0,-2.0
York,1,ORG,Times,['New'],0.0,-2.0
Times,1,ORG,columnist,['York'],0.0,-2.0
columnist,0,,preparing,"['a', 'Times']",0.0,-2.0
was,0,,preparing,[],0.0,-2.0
preparing,0,,assured,"['As', 'columnist', 'was', 'write', ':']",0.0,-2.0
to,0,,write,[],0.0,-2.0
write,0,,preparing,"['to', 'about']",0.0,-2.0
about,0,,write,['effort'],0.0,-2.0
the,0,,effort,[],0.0,-2.0
effort,0,,about,"['the', 'received']",0.0,-2.0
he,0,,received,[],0.0,-2.0
received,0,,effort,"['he', 'note', 'from']",0.0,-2.0
a,0,,note,[],0.0,-2.0
note,0,,received,['a'],0.0,-2.0
from,0,,received,['one'],0.0,-2.0
one,0,,from,['of'],0.0,-2.0
of,0,,one,['lawyers'],0.0,-2.0
Trump,1,ORG,lawyers,"[""'s""]",0.0,-2.0
's,0,,Trump,[],0.0,-2.0
lawyers,0,,of,['Trump'],0.0,-2.0
Please,0,,assured,[],1.0,-2.0
be,0,,assured,[],0.0,-2.0
assured,0,,assured,"['preparing', 'Please', 'be', 'have', '.']",0.0,-2.0
that,0,,have,[],0.0,-2.0
if,0,,is,[],0.0,-2.0
your,0,,article,[],0.0,-2.0
article,0,,is,['your'],0.0,-2.0
is,0,,have,"['if', 'article', 'not', 'correct']",0.0,-2.0
not,0,,is,[],0.0,-2.0
factually,0,,correct,[],0.0,-2.0
correct,0,,is,['factually'],0.0,-2.0
we,0,,have,[],0.0,-2.0
will,0,,have,[],0.0,-2.0
have,0,,assured,"['that', 'is', 'we', 'will', 'choice']",0.0,-2.0
no,0,,choice,[],-1.0,-2.0
choice,0,,have,"['no', 'but']",0.0,-2.0
but,0,,choice,['sue'],0.0,-2.0
to,0,,sue,[],0.0,-2.0
sue,0,,but,"['to', 'you']",-2.0,-2.0
you,0,,sue,[],0.0,-2.0
To,0,,'s,['journalists'],0.0,-2.0
many,0,,journalists,[],0.0,-2.0
journalists,0,,To,['many'],0.0,-2.0
it,0,,'s,[],0.0,-2.0
's,0,,'s,"['To', 'it', 'threat', '.']",0.0,-2.0
a,0,,threat,[],0.0,-2.0
familiar,0,,threat,[],0.0,-2.0
threat,0,,'s,"['a', 'familiar', 'delivered']",-2.0,-2.0
delivered,0,,threat,"['with', 'and', 'repeated']",0.0,-2.0
with,0,,delivered,['voice'],0.0,-2.0
a,0,,voice,[],0.0,-2.0
raised,0,,voice,[],0.0,-2.0
voice,0,,with,"['a', 'raised']",0.0,-2.0
and,0,,delivered,[],0.0,-2.0
repeated,0,,delivered,['for'],0.0,-2.0
for,0,,repeated,['emphasis'],0.0,-2.0
emphasis,0,,for,[],0.0,-2.0
We'll,1,PERSON,sue,[],0.0,-2.0
sue,0,,sue,"[""We'll"", 'you', '!']",-2.0,-2.0
you,0,,sue,[],0.0,-2.0
We,0,,sue,[],0.0,-2.0
'll,0,,sue,[],0.0,-2.0
sue,0,,sue,"['We', ""'ll"", 'you', '!']",-2.0,-2.0
you,0,,sue,[],0.0,-2.0
yelled,0,,yelled,"['lawyer', 'to', 'in', 'learned', 'Cohn', '.']",0.0,-3.0
a,0,,lawyer,[],0.0,-3.0
Trump,1,ORG,lawyer,[],0.0,-3.0
lawyer,0,,yelled,"['a', 'Trump']",0.0,-3.0
to,0,,yelled,['journalists'],0.0,-3.0
Associated,1,ORG,Press,[],0.0,-3.0
Press,1,ORG,journalists,['Associated'],0.0,-3.0
journalists,0,,to,['Press'],0.0,-3.0
in,0,,yelled,['interview'],0.0,-3.0
a,0,,interview,[],0.0,-3.0
phone,0,,interview,[],0.0,-3.0
interview,0,,in,"['a', 'phone', 'about']",0.0,-3.0
about,0,,interview,['University'],0.0,-3.0
Trump,1,ORG,University,[],0.0,-3.0
University,1,ORG,about,"['Trump', 'and', 'ventures']",0.0,-3.0
and,0,,University,[],0.0,-3.0
other,0,,ventures,[],0.0,-3.0
defunct,0,,ventures,[],-2.0,-3.0
Trump,1,ORG,ventures,[],0.0,-3.0
ventures,0,,University,"['other', 'defunct', 'Trump', 'in']",0.0,-3.0
in,0,,ventures,['2016.Trump'],0.0,-3.0
2016.Trump,1,CARDINAL,in,[],0.0,-3.0
learned,0,,yelled,"['tactics', 'from']",0.0,-3.0
his,0,,dog,[],0.0,-3.0
attack,0,,dog,[],-1.0,-3.0
dog,0,,tactics,"['his', 'attack']",0.0,-3.0
legal,0,,tactics,[],1.0,-3.0
tactics,0,,learned,"['dog', 'legal']",0.0,-3.0
from,0,,learned,['advisers'],0.0,-3.0
one,0,,advisers,[],0.0,-3.0
his,0,,advisers,[],0.0,-3.0
early,0,,advisers,[],0.0,-3.0
legal,0,,advisers,[],1.0,-3.0
advisers,0,,from,"['one', 'his', 'early', 'legal']",0.0,-3.0
the,0,,Cohn,[],0.0,-3.0
late,0,,Cohn,[],0.0,-3.0
Roy,1,PERSON,Cohn,[],0.0,-3.0
Cohn,1,PERSON,yelled,"['the', 'late', 'Roy', 'lawyer']",0.0,-3.0
the,0,,lawyer,[],0.0,-3.0
disbarred,0,,lawyer,[],0.0,-3.0
lawyer,0,,Cohn,"['the', 'disbarred', 'made']",0.0,-3.0
who,0,,made,[],0.0,-3.0
made,0,,lawyer,"['who', 'name', 'as']",0.0,-3.0
his,0,,name,[],0.0,-3.0
name,0,,made,['his'],0.0,-3.0
as,0,,made,['prosecutor'],0.0,-3.0
a,0,,prosecutor,[],0.0,-3.0
prosecutor,0,,as,"['a', 'in']",0.0,-3.0
in,0,,prosecutor,['case'],0.0,-3.0
the,0,,case,[],0.0,-3.0
Julius,1,ORG,Rosenberg,['and'],0.0,-3.0
and,0,,Julius,[],0.0,-3.0
Ethel,1,PERSON,Rosenberg,[],0.0,-3.0
Rosenberg,1,PERSON,case,"['Julius', 'Ethel']",0.0,-3.0
communist,0,,spying,[],0.0,-3.0
spying,0,,case,['communist'],0.0,-3.0
case,0,,in,"['the', 'Rosenberg', 'spying', 'sent']",0.0,-3.0
that,0,,sent,[],0.0,-3.0
sent,0,,case,"['that', 'husband', 'to', 'then', 'as', 'during']",0.0,-3.0
the,0,,husband,[],0.0,-3.0
husband,0,,sent,"['the', 'and', 'wife']",0.0,-3.0
and,0,,husband,[],0.0,-3.0
wife,0,,husband,[],0.0,-3.0
to,0,,sent,['chair'],0.0,-3.0
the,0,,chair,[],0.0,-3.0
electric,0,,chair,[],0.0,-3.0
chair,0,,to,"['the', 'electric']",0.0,-3.0
then,0,,sent,[],0.0,-3.0
as,0,,sent,['aide'],0.0,-3.0
aide,0,,as,['to'],0.0,-3.0
to,0,,aide,['McCarthy'],0.0,-3.0
Sen.,0,,McCarthy,[],0.0,-3.0
Joe,1,PERSON,McCarthy,[],0.0,-3.0
McCarthy,1,PERSON,to,"['Sen.', 'Joe']",0.0,-3.0
during,0,,sent,['hearings'],0.0,-3.0
the,0,,hearings,[],0.0,-3.0
Red,1,ORG,Scare,[],0.0,-3.0
Scare,1,ORG,hearings,['Red'],-2.0,-3.0
hearings,0,,during,"['the', 'Scare']",0.0,-3.0
Under,0,,countersued,['Trump'],0.0,2.0
Cohn,1,PERSON,Trump,[],0.0,2.0
Trump,1,PERSON,Under,['Cohn'],0.0,2.0
countersued,0,,countersued,"['Under', 'Department', 'brought', '.']",0.0,2.0
the,1,ORG,Department,[],0.0,2.0
Justice,1,ORG,Department,[],2.0,2.0
Department,1,ORG,countersued,"['the', 'Justice']",0.0,2.0
after,0,,brought,[],0.0,2.0
it,0,,brought,[],0.0,2.0
brought,0,,countersued,"['after', 'it', 'case', 'in', 'for']",0.0,2.0
a,0,,case,[],0.0,2.0
case,0,,brought,"['a', 'against']",0.0,2.0
against,0,,case,['Organization'],0.0,2.0
the,1,ORG,Organization,[],0.0,2.0
Trump,1,ORG,Organization,[],0.0,2.0
Organization,1,ORG,against,"['the', 'Trump']",0.0,2.0
in,0,,brought,['1970s'],0.0,2.0
the,1,DATE,1970s,[],0.0,2.0
early,1,DATE,1970s,[],0.0,2.0
1970s,1,DATE,in,"['the', 'early']",0.0,2.0
for,0,,brought,['discrimination'],0.0,2.0
housing,0,,discrimination,[],0.0,2.0
discrimination,0,,for,['housing'],0.0,2.0
The,1,ORG,Organization,[],0.0,-4.0
Trump,1,ORG,Organization,[],0.0,-4.0
Organization,1,ORG,settled,"['The', 'Trump']",0.0,-4.0
eventually,0,,settled,[],0.0,-4.0
settled,0,,settled,"['Organization', 'eventually', 'admitting', '.']",0.0,-4.0
admitting,0,,settled,['guilt'],0.0,-4.0
no,0,,guilt,[],-1.0,-4.0
guilt,0,,admitting,['no'],-3.0,-4.0
In,0,,let,['years'],0.0,0.0
the,1,DATE,years,[],0.0,0.0
years,1,DATE,In,"['the', 'followed']",0.0,0.0
that,0,,followed,[],0.0,0.0
followed,0,,years,['that'],0.0,0.0
the,0,,casework,[],0.0,0.0
casework,0,,let,['the'],0.0,0.0
never,0,,let,[],0.0,0.0
let,0,,let,"['In', 'casework', 'never', 'up', '.']",0.0,0.0
up,0,,let,[],0.0,0.0
A,0,,investigation,[],0.0,2.0
USA,1,ORG,Today,[],0.0,2.0
Today,1,ORG,investigation,['USA'],0.0,2.0
investigation,0,,found,"['A', 'Today']",0.0,2.0
found,0,,found,"['investigation', 'involved', '.']",0.0,2.0
Trump,1,ORG,involved,[],0.0,2.0
had,0,,involved,[],0.0,2.0
been,0,,involved,[],0.0,2.0
involved,0,,found,"['Trump', 'had', 'been', 'in', 'over']",0.0,2.0
in,0,,involved,['cases'],0.0,2.0
at,1,CARDINAL,least,[],0.0,2.0
least,1,CARDINAL,3500,['at'],0.0,2.0
3500,1,CARDINAL,cases,['least'],0.0,2.0
court,0,,cases,[],0.0,2.0
cases,0,,in,"['3500', 'court']",0.0,2.0
over,0,,involved,['course'],0.0,2.0
the,0,,course,[],0.0,2.0
course,0,,over,"['the', 'of']",0.0,2.0
of,0,,course,['decades'],0.0,2.0
three,1,DATE,decades,[],0.0,2.0
decades,1,DATE,of,"['three', 'combined']",0.0,2.0
more,1,DATE,five,['-'],0.0,2.0
than,1,DATE,five,[],0.0,2.0
five,1,DATE,owners,"['more', 'than']",0.0,2.0
other,0,,owners,[],0.0,2.0
top,0,,owners,[],2.0,2.0
U.S.,1,GPE,owners,[],0.0,2.0
real,0,,estate,[],0.0,2.0
estate,0,,owners,['real'],0.0,2.0
owners,0,,combined,"['five', 'other', 'top', 'U.S.', 'estate']",0.0,2.0
combined,0,,decades,['owners'],0.0,2.0
In,0,,was,['half'],0.0,-2.0
more,1,CARDINAL,half,[],0.0,-2.0
than,1,CARDINAL,half,[],0.0,-2.0
half,1,CARDINAL,In,"['more', 'than', 'of']",0.0,-2.0
of,0,,half,['cases'],0.0,-2.0
the,0,,cases,[],0.0,-2.0
cases,0,,of,['the'],0.0,-2.0
Trump,1,ORG,was,[],0.0,-2.0
was,0,,was,"['In', 'Trump', 'one', '.']",0.0,-2.0
the,0,,one,[],0.0,-2.0
one,0,,was,"['the', 'sued']",0.0,-2.0
who,0,,sued,[],0.0,-2.0
had,0,,sued,[],0.0,-2.0
sued,0,,one,"['who', 'had']",-2.0,-2.0
The,0,,litigation,[],0.0,-1.0
litigation,0,,continued,['The'],-1.0,-1.0
continued,0,,continued,"['litigation', 'was', '.']",0.0,-1.0
while,0,,was,[],0.0,-1.0
Trump,1,ORG,was,[],0.0,-1.0
was,0,,continued,"['while', 'Trump', 'in']",0.0,-1.0
in,0,,was,['House'],0.0,-1.0
the,1,FAC,House,[],0.0,-1.0
White,1,FAC,House,[],0.0,-1.0
House,1,FAC,in,"['the', 'White']",0.0,-1.0
In,0,,filed,['attempt'],0.0,-7.0
a,0,,attempt,[],0.0,-7.0
desperate,0,,attempt,"['and', 'futile']",-3.0,-7.0
and,0,,desperate,[],0.0,-7.0
futile,0,,desperate,[],-2.0,-7.0
attempt,0,,In,"['a', 'desperate', 'remain']",0.0,-7.0
to,0,,remain,[],0.0,-7.0
remain,0,,attempt,"['to', 'in']",0.0,-7.0
in,0,,remain,['power'],0.0,-7.0
power,0,,in,[],0.0,-7.0
Trump,1,ORG,filed,"['and', 'allies']",0.0,-7.0
and,0,,Trump,[],0.0,-7.0
his,0,,allies,[],0.0,-7.0
allies,0,,Trump,['his'],0.0,-7.0
filed,0,,filed,"['In', 'Trump', 'dozens', '.']",0.0,-7.0
dozens,1,CARDINAL,filed,['of'],0.0,-7.0
of,0,,dozens,['lawsuits'],0.0,-7.0
baseless,0,,lawsuits,[],0.0,-7.0
lawsuits,0,,of,"['baseless', 'challenging']",-2.0,-7.0
challenging,0,,lawsuits,['results'],0.0,-7.0
the,0,,results,[],0.0,-7.0
2020,1,DATE,results,[],0.0,-7.0
election,0,,results,[],0.0,-7.0
results,0,,challenging,"['the', '2020', 'election']",0.0,-7.0
Again,0,,said,['and'],0.0,-8.0
and,0,,Again,[],0.0,-8.0
again,0,,said,[],0.0,-8.0
judges,0,,said,[],0.0,-8.0
said,0,,said,"['Again', 'again', 'judges', 'failed', '.']",0.0,-8.0
the,0,,plaintiffs,[],0.0,-8.0
plaintiffs,0,,failed,['the'],0.0,-8.0
had,0,,failed,[],0.0,-8.0
failed,0,,said,"['plaintiffs', 'had', 'prove']",-2.0,-8.0
to,0,,prove,[],0.0,-8.0
prove,0,,failed,"['to', 'fraud']",0.0,-8.0
fraud,0,,prove,"['or', 'misconduct']",-4.0,-8.0
or,0,,fraud,[],0.0,-8.0
misconduct,0,,fraud,[],-2.0,-8.0
Trump,1,ORG,made,[],0.0,1.0
had,0,,made,[],0.0,1.0
made,0,,made,"['Trump', 'had', 'clear', '.']",0.0,1.0
clear,0,,made,"['intentions', 'counted']",1.0,1.0
his,0,,intentions,[],0.0,1.0
intentions,0,,clear,['his'],0.0,1.0
even,0,,counted,[],0.0,1.0
before,0,,counted,[],0.0,1.0
all,0,,votes,[],0.0,1.0
the,0,,votes,[],0.0,1.0
votes,0,,counted,"['all', 'the']",0.0,1.0
had,0,,counted,[],0.0,1.0
been,0,,counted,[],0.0,1.0
counted,0,,clear,"['even', 'before', 'votes', 'had', 'been']",0.0,1.0
We'll,0,,going,[],0.0,4.0
be,0,,going,[],0.0,4.0
going,0,,said,"[""We'll"", 'be', 'to']",0.0,4.0
to,0,,going,['Court'],0.0,4.0
the,1,ORG,Court,[],0.0,4.0
U.S.,1,ORG,Court,[],0.0,4.0
Supreme,1,ORG,Court,[],4.0,4.0
Court,1,ORG,to,"['the', 'U.S.', 'Supreme']",0.0,4.0
he,0,,said,[],0.0,4.0
said,0,,said,"['going', 'he', 'during', '.']",0.0,4.0
during,0,,said,['hours'],0.0,4.0
a,0,,hours,[],0.0,4.0
2:30,1,TIME,a.m.,[],0.0,4.0
a.m.,1,TIME,appearance,['2:30'],0.0,4.0
appearance,0,,hours,['a.m.'],0.0,4.0
hours,1,TIME,during,"['a', 'appearance', 'closed']",0.0,4.0
after,0,,closed,[],0.0,4.0
polls,0,,closed,[],0.0,4.0
had,0,,closed,[],0.0,4.0
closed,0,,hours,"['after', 'polls', 'had']",0.0,4.0
He,0,,'s,[],0.0,-3.0
's,0,,'s,"['He', 'instituted', '.']",0.0,-3.0
exceptionally,0,,litigious,[],0.0,-3.0
litigious,0,,much,['exceptionally'],-2.0,-3.0
much,0,,instituted,"['litigious', 'of']",0.0,-3.0
of,0,,much,['which'],0.0,-3.0
which,0,,of,[],0.0,-3.0
is,0,,instituted,[],0.0,-3.0
instituted,0,,'s,"['much', 'is', 'win']",0.0,-3.0
not,0,,win,[],0.0,-3.0
to,0,,win,[],0.0,-3.0
win,0,,instituted,"['not', 'to', 'but', 'frustrate']",4.0,-3.0
but,0,,win,['rather'],0.0,-3.0
rather,0,,but,[],0.0,-3.0
to,0,,frustrate,[],0.0,-3.0
frustrate,0,,win,"['to', 'party', 'by']",-2.0,-3.0
the,0,,party,[],0.0,-3.0
opposing,0,,party,[],0.0,-3.0
party,0,,frustrate,"['the', 'opposing']",0.0,-3.0
by,0,,frustrate,['causing'],0.0,-3.0
causing,0,,by,['said'],0.0,-3.0
financial,0,,hardship,[],0.0,-3.0
hardship,0,,said,['financial'],-2.0,-3.0
said,0,,causing,"['hardship', 'Cohen']",0.0,-3.0
Trump,1,ORG,adversary,"[""'s""]",0.0,-3.0
's,0,,Trump,[],0.0,-3.0
former,0,,adversary,[],0.0,-3.0
fixer,0,,turned,[],0.0,-3.0
turned,0,,adversary,"['fixer', '-']",0.0,-3.0
adversary,0,,Cohen,"['Trump', 'former', 'turned']",-1.0,-3.0
Michael,1,PERSON,Cohen,[],0.0,-3.0
Cohen,1,PERSON,said,"['adversary', 'Michael', 'went']",0.0,-3.0
who,0,,went,[],0.0,-3.0
went,0,,Cohen,"['who', 'to', 'for']",0.0,-3.0
to,0,,went,['jail'],0.0,-3.0
jail,0,,to,[],0.0,-3.0
for,0,,went,['making'],0.0,-3.0
making,0,,for,"['payments', 'to']",0.0,-3.0
hush,0,,payments,[],0.0,-3.0
money,0,,payments,[],0.0,-3.0
payments,0,,making,"['hush', 'money']",0.0,-3.0
to,0,,making,['star'],0.0,-3.0
a,0,,star,[],0.0,-3.0
porn,0,,star,[],0.0,-3.0
star,0,,to,"['a', 'porn', 'alleged']",0.0,-3.0
who,0,,alleged,[],0.0,-3.0
alleged,0,,star,"['who', 'affair', 'lying']",0.0,-3.0
an,0,,affair,[],0.0,-3.0
affair,0,,alleged,"['an', 'with', 'as']",0.0,-3.0
with,0,,affair,['Trump'],0.0,-3.0
Trump,1,ORG,with,[],0.0,-3.0
as,0,,as,[],0.0,-3.0
well,0,,as,[],0.0,-3.0
as,0,,affair,"['as', 'well']",0.0,-3.0
lying,0,,alleged,"['to', 'about']",0.0,-3.0
to,0,,lying,['Congress'],0.0,-3.0
Congress,1,ORG,to,[],0.0,-3.0
about,0,,lying,['skyscraper'],0.0,-3.0
a,0,,skyscraper,[],0.0,-3.0
proposed,0,,skyscraper,[],0.0,-3.0
Trump,1,ORG,skyscraper,[],0.0,-3.0
skyscraper,0,,about,"['a', 'proposed', 'Trump', 'in']",0.0,-3.0
in,0,,skyscraper,['Moscow'],0.0,-3.0
Moscow,1,GPE,in,[],0.0,-3.0
When,0,,said,[],0.0,3.0
Trump,1,PERSON,wins,[],0.0,3.0
wins,0,,said,['Trump'],4.0,3.0
as,0,,did,[],0.0,3.0
he,0,,did,[],0.0,3.0
did,0,,said,"['as', 'he', 'week', 'in']",0.0,3.0
last,1,DATE,week,[],0.0,3.0
week,1,DATE,did,['last'],0.0,3.0
in,0,,did,['case'],0.0,3.0
a,0,,case,[],0.0,3.0
case,0,,in,"['a', 'involving']",0.0,3.0
involving,0,,case,['Cohen'],0.0,3.0
the,0,,star,[],0.0,3.0
porn,0,,star,[],0.0,3.0
star,0,,Cohen,"['the', 'porn']",0.0,3.0
Stormy,1,ORG,Cohen,[],0.0,3.0
Daniels,1,ORG,Cohen,[],0.0,3.0
Cohen,1,ORG,involving,"['star', 'Stormy', 'Daniels', '-']",0.0,3.0
said,0,,said,"['When', 'wins', '-', 'did', 'emboldens', '.']",0.0,3.0
It,0,,emboldens,[],0.0,3.0
emboldens,0,,said,"['It', 'him', 'continue']",0.0,3.0
him,0,,emboldens,[],0.0,3.0
to,0,,continue,[],0.0,3.0
continue,0,,emboldens,"['to', 'rampage']",0.0,3.0
this,0,,rampage,[],0.0,3.0
rampage,0,,continue,"['this', 'of', 'for']",0.0,3.0
of,0,,rampage,['litigation'],0.0,3.0
litigation,0,,of,[],-1.0,3.0
for,0,,rampage,['purposes'],0.0,3.0
alternative,0,,purposes,[],0.0,3.0
purposes,0,,for,['alternative'],0.0,3.0
The,0,,suits,[],0.0,0.0
suits,0,,proven,['The'],0.0,0.0
have,0,,proven,[],0.0,0.0
proven,0,,proven,"['suits', 'have', 'beneficial', 'in', '.']",0.0,0.0
beneficial,0,,proven,[],0.0,0.0
in,0,,proven,['ways'],0.0,0.0
other,0,,ways,[],0.0,0.0
ways,0,,in,['other'],0.0,0.0
Trump,1,ORG,spent,[],0.0,2.0
spent,0,,spent,"['Trump', 'efforts', 'obtain', '.']",0.0,2.0
more,1,DATE,a,[],0.0,2.0
than,1,DATE,a,[],0.0,2.0
a,1,DATE,year,"['more', 'than']",0.0,2.0
year,1,DATE,efforts,"['a', 'and', 'half']",0.0,2.0
and,1,DATE,year,[],0.0,2.0
a,1,DATE,half,[],0.0,2.0
half,1,DATE,year,['a'],0.0,2.0
fighting,0,,efforts,[],-2.0,2.0
efforts,0,,spent,"['year', 'fighting', 'by']",0.0,2.0
by,0,,efforts,['Jr.'],0.0,2.0
then,0,,Attorney,[],0.0,2.0
Manhattan,1,GPE,Attorney,[],0.0,2.0
District,0,,Attorney,[],0.0,2.0
Attorney,0,,Jr.,"['then', '-', 'Manhattan', 'District']",0.0,2.0
Cyrus,1,PERSON,Jr.,[],0.0,2.0
R.,1,PERSON,Jr.,[],0.0,2.0
Vance,1,PERSON,Jr.,[],0.0,2.0
Jr.,1,PERSON,by,"['Attorney', 'Cyrus', 'R.', 'Vance']",0.0,2.0
to,0,,obtain,[],0.0,2.0
obtain,0,,spent,"['to', 'copies']",0.0,2.0
copies,0,,obtain,['of'],0.0,2.0
of,0,,copies,['returns'],0.0,2.0
his,0,,returns,[],0.0,2.0
tax,0,,returns,[],0.0,2.0
returns,0,,of,"['his', 'tax', 'taking']",0.0,2.0
taking,0,,returns,"['case', 'to']",0.0,2.0
the,0,,case,[],0.0,2.0
case,0,,taking,['the'],0.0,2.0
all,0,,way,[],0.0,2.0
the,0,,way,[],0.0,2.0
way,0,,to,"['all', 'the']",0.0,2.0
to,0,,taking,"['way', 'Court']",0.0,2.0
the,1,ORG,Court,[],0.0,2.0
Supreme,1,ORG,Court,[],4.0,2.0
Court,1,ORG,to,"['the', 'Supreme']",0.0,2.0
While,0,,failed,[],0.0,-5.0
Trump,1,ORG,failed,[],0.0,-5.0
ultimately,0,,failed,[],0.0,-5.0
failed,0,,dragged,"['While', 'Trump', 'ultimately']",-2.0,-5.0
his,0,,tactics,[],0.0,-5.0
stall,0,,tactics,[],-2.0,-5.0
tactics,0,,dragged,"['his', 'stall']",0.0,-5.0
dragged,0,,dragged,"['failed', 'tactics', 'case', 'out', 'long', '.']",-1.0,-5.0
the,0,,case,[],0.0,-5.0
case,0,,dragged,['the'],0.0,-5.0
out,0,,dragged,[],0.0,-5.0
so,0,,long,[],0.0,-5.0
long,0,,dragged,"['so', 'replaced']",0.0,-5.0
that,0,,replaced,[],0.0,-5.0
Vance,1,PERSON,replaced,['appeared'],0.0,-5.0
who,0,,appeared,[],0.0,-5.0
had,0,,appeared,[],0.0,-5.0
appeared,0,,Vance,"['who', 'had', 'on']",0.0,-5.0
on,0,,appeared,['cusp'],0.0,-5.0
the,0,,cusp,[],0.0,-5.0
cusp,0,,on,"['the', 'of']",0.0,-5.0
of,0,,cusp,['seeking'],0.0,-5.0
seeking,0,,of,['indictment'],0.0,-5.0
an,0,,indictment,[],0.0,-5.0
indictment,0,,seeking,['an'],0.0,-5.0
was,0,,replaced,[],0.0,-5.0
replaced,0,,long,"['that', 'Vance', 'was', 'by']",0.0,-5.0
by,0,,replaced,['successor'],0.0,-5.0
a,0,,successor,[],0.0,-5.0
successor,0,,by,"['a', 'has']",0.0,-5.0
who,0,,has,[],0.0,-5.0
has,0,,successor,"['who', 'but', 'closed']",0.0,-5.0
allegedly,0,,all,[],0.0,-5.0
all,0,,but,['allegedly'],0.0,-5.0
but,0,,has,['all'],0.0,-5.0
closed,0,,has,['case'],0.0,-5.0
the,0,,case,[],0.0,-5.0
case,0,,closed,['the'],0.0,-5.0
Even,0,,family,[],0.0,1.0
family,0,,is,['Even'],0.0,1.0
is,0,,is,"['family', 'not', 'immune', '.']",0.0,1.0
not,0,,is,[],0.0,1.0
immune,0,,is,[],1.0,1.0
In,0,,sued,['September'],0.0,1.0
September,1,DATE,In,[],0.0,1.0
Trump,0,,sued,[],0.0,1.0
sued,0,,sued,"['In', 'Trump', 'niece', 'over', '.']",-2.0,1.0
his,0,,niece,[],0.0,1.0
estranged,0,,niece,[],0.0,1.0
niece,0,,sued,"['his', 'estranged', 'Trump']",0.0,1.0
Mary,1,PERSON,Trump,[],0.0,1.0
Trump,1,PERSON,niece,"['Mary', 'and', 'Times']",0.0,1.0
and,0,,Trump,[],0.0,1.0
The,1,ORG,Times,[],0.0,1.0
New,1,ORG,York,[],0.0,1.0
York,1,ORG,Times,['New'],0.0,1.0
Times,1,ORG,Trump,"['The', 'York']",0.0,1.0
over,0,,sued,['story'],0.0,1.0
a,0,,story,[],0.0,1.0
2018,1,DATE,story,[],0.0,1.0
story,0,,over,"['a', '2018', 'challenged']",0.0,1.0
that,0,,challenged,[],0.0,1.0
challenged,0,,story,"['that', 'claims', 'by']",0.0,1.0
Trump,1,ORG,claims,"[""'s""]",0.0,1.0
's,0,,Trump,[],0.0,1.0
claims,0,,challenged,"['Trump', 'of']",0.0,1.0
of,0,,claims,['wealth'],0.0,1.0
